Arrival Time,Frame Number,Frame Length,Flags,Time to Live,Protocol,Source IP,Destination IP,Source Port,Destination Port,Sequence Number,Acknowledgment Number,Window Size,Checksum Status
,2116,,,,,,,,,,,,
,,86,010,,,2403,2409,443,62810,1,1254,126,Unverified
1724261422.399143000,,,,,,,,,,,,,
,2117,,,,,,,,,,,,
,,86,010,,,2403,2409,443,62810,1,1375,126,Unverified
1724261422.399144000,,,,,,,,,,,,,
,2118,,,,,,,,,,,,
,,86,010,,,2403,2409,443,62810,1,1406,126,Unverified
1724261422.425073000,,,,,,,,,,,,,
,2119,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,2520,9625,5342,Unverified
1724261422.425075000,,,,,,,,,,,,,
,2120,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,2520,10913,5337,Unverified
1724261422.430912000,,,,,,,,,,,,,
,2121,,,,,,,,,,,,
,,578,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,3032,10913,5342,Unverified
1724261422.431150000,,,,,,,,,,,,,
,2122,,,,,,,,,,,,
,,66,010,64,TCP,192.168.186.233,216.239.34.180,52840,443,12453,3032,2603,Unverified
1724261422.434006000,,,,,,,,,,,,,
,2123,,,,,,,,,,,,
,,99,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,3065,10913,5342,Unverified
1724261422.434115000,,,,,,,,,,,,,
,2124,,,,,,,,,,,,
,,66,010,64,TCP,192.168.186.233,216.239.34.180,52840,443,12453,3065,2610,Unverified
1724261422.434253000,,,,,,,,,,,,,
,2125,,,,,,,,,,,,
,,97,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,3096,10913,5342,Unverified
1724261422.434254000,,,,,,,,,,,,,
,2126,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,3096,12453,5336,Unverified
1724261422.434411000,,,,,,,,,,,,,
,2127,,,,,,,,,,,,
,,105,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,3135,12453,5336,Unverified
1724261422.435448000,,,,,,,,,,,,,
,2128,,,,,,,,,,,,
,,66,010,64,TCP,192.168.186.233,216.239.34.180,52840,443,12453,3135,2610,Unverified
1724261422.435606000,,,,,,,,,,,,,
,2129,,,,,,,,,,,,
,,105,018,64,Hypertext,192.168.186.233,216.239.34.180,52840,443,12492,3135,2611,Unverified
1724261422.510046000,,,,,,,,,,,,,
,2130,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,3135,12492,5342,Unverified
1724261422.809466000,,,,,,,,,,,,,
,2131,,,,,,,,,,,,
,,870,018,,Hypertext,2403,2409,443,62810,785,1406,126,Unverified
1724261422.809912000,,,,,,,,,,,,,
,2132,,,,,,,,,,,,
,,86,010,,,2409,2403,62810,443,1406,785,2035,Unverified
1724261422.825919000,,,,,,,,,,,,,
,2133,,,,,,,,,,,,
,,219,018,,Hypertext,2409,2403,62810,443,1539,785,2048,Unverified
1724261422.826261000,,,,,,,,,,,,,
,2134,,,,,,,,,,,,
,,735,018,,Hypertext,2409,2403,62810,443,2188,785,2048,Unverified
1724261422.826352000,,,,,,,,,,,,,
,2135,,,,,,,,,,,,
,,117,018,,Hypertext,2409,2403,62810,443,2219,785,2048,Unverified
1724261422.880819000,,,,,,,,,,,,,
,2136,,,,,,,,,,,,
,,86,010,,,2403,2409,443,62810,785,1539,126,Unverified
1724261422.880821000,,,,,,,,,,,,,
,2137,,,,,,,,,,,,
,,86,010,,,2403,2409,443,62810,785,2188,126,Unverified
1724261422.880822000,,,,,,,,,,,,,
,2138,,,,,,,,,,,,
,,86,010,,,2403,2409,443,62810,785,2219,126,Unverified
1724261422.914112000,,,,,,,,,,,,,
,2139,,,,,,,,,,,,
,,578,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,3647,12492,5342,Unverified
1724261422.914115000,,,,,,,,,,,,,
,2140,,,,,,,,,,,,
,,597,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,4178,12492,5342,Unverified
1724261422.914431000,,,,,,,,,,,,,
,2141,,,,,,,,,,,,
,,66,010,64,TCP,192.168.186.233,216.239.34.180,52840,443,12492,4178,2595,Unverified
1724261422.920010000,,,,,,,,,,,,,
,2142,,,,,,,,,,,,
,,291,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,4403,12492,5342,Unverified
1724261422.920012000,,,,,,,,,,,,,
,2143,,,,,,,,,,,,
,,105,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,4442,12492,5342,Unverified
1724261422.920187000,,,,,,,,,,,,,
,2144,,,,,,,,,,,,
,,66,010,64,TCP,192.168.186.233,216.239.34.180,52840,443,12492,4442,2607,Unverified
1724261422.920309000,,,,,,,,,,,,,
,2145,,,,,,,,,,,,
,,105,018,64,Hypertext,192.168.186.233,216.239.34.180,52840,443,12531,4442,2611,Unverified
1724261422.925148000,,,,,,,,,,,,,
,2146,,,,,,,,,,,,
,,1354,010,64,TCP,192.168.186.233,216.239.34.180,52840,443,13819,4442,2611,Unverified
1724261422.925208000,,,,,,,,,,,,,
,2147,,,,,,,,,,,,
,,826,018,64,TCP,192.168.186.233,216.239.34.180,52840,443,14579,4442,2611,Unverified
1724261422.925236000,,,,,,,,,,,,,
,2148,,,,,,,,,,,,
,,849,018,64,Hypertext,192.168.186.233,216.239.34.180,52840,443,15362,4442,2611,Unverified
1724261423.220043000,,,,,,,,,,,,,
,2149,,,,,,,,,,,,
,,105,018,118,TCP,216.239.34.180,192.168.186.233,443,52840,4442,12492,5342,Unverified
1724261423.220045000,,,,,,,,,,,,,
,2150,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,4442,12531,5342,Unverified
1724261423.220046000,,,,,,,,,,,,,
,2151,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,4442,13819,5337,Unverified
1724261423.220047000,,,,,,,,,,,,,
,2152,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,4442,14579,5335,Unverified
1724261423.220048000,,,,,,,,,,,,,
,2153,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,4442,15362,5337,Unverified
1724261423.220049000,,,,,,,,,,,,,
,2154,,,,,,,,,,,,
,,1374,010,,,2403,2409,443,62810,2073,2219,126,Unverified
1724261423.220051000,,,,,,,,,,,,,
,2155,,,,,,,,,,,,
,,256,018,,Hypertext,2403,2409,443,62810,2243,2219,126,Unverified
1724261423.220323000,,,,,,,,,,,,,
,2156,,,,,,,,,,,,
,,78,010,64,TCP,192.168.186.233,216.239.34.180,52840,443,15362,4442,2611,Unverified
1724261423.220387000,,,,,,,,,,,,,
,2157,,,,,,,,,,,,
,,86,010,,,2409,2403,62810,443,2219,2243,2025,Unverified
1724261423.380469000,,,,,,,,,,,,,
,2158,,,,,,,,,,,,
,,103,,,,2409,2,53541,443,,,,Unverified
1724261423.457084000,,,,,,,,,,,,,
,2159,,,,,,,,,,,,
,,94,,,,2,2409,443,53541,,,,Unverified
1724261425.202906000,,,,,,,,,,,,,
,2160,,,,,,,,,,,,
,,86,,,,,,,,,,,Good
1724261425.209126000,,,,,,,,,,,,,
,2161,,,,,,,,,,,,
,,78,c0000000,,,,,,,,,,Good
1724261425.467017000,,,,,,,,,,,,,
,2162,,,,,,,,,,,,
,,376,018,64,Hypertext,192.168.186.233,216.239.34.180,52840,443,15672,4442,2611,Unverified
1724261425.545058000,,,,,,,,,,,,,
,2163,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,4442,15672,5337,Unverified
1724261425.984865000,,,,,,,,,,,,,
,2164,,,,,,,,,,,,
,,601,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,4977,15672,5342,Unverified
1724261425.984867000,,,,,,,,,,,,,
,2165,,,,,,,,,,,,
,,156,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,5067,15672,5342,Unverified
1724261425.984869000,,,,,,,,,,,,,
,2166,,,,,,,,,,,,
,,97,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,5098,15672,5342,Unverified
1724261425.984870000,,,,,,,,,,,,,
,2167,,,,,,,,,,,,
,,105,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,5137,15672,5342,Unverified
1724261425.985332000,,,,,,,,,,,,,
,2168,,,,,,,,,,,,
,,66,010,64,TCP,192.168.186.233,216.239.34.180,52840,443,15672,5137,2600,Unverified
1724261425.985885000,,,,,,,,,,,,,
,2169,,,,,,,,,,,,
,,105,018,64,Hypertext,192.168.186.233,216.239.34.180,52840,443,15711,5137,2611,Unverified
1724261425.992120000,,,,,,,,,,,,,
,2170,,,,,,,,,,,,
,,1354,010,64,TCP,192.168.186.233,216.239.34.180,52840,443,16999,5137,2611,Unverified
1724261425.992181000,,,,,,,,,,,,,
,2171,,,,,,,,,,,,
,,826,018,64,TCP,192.168.186.233,216.239.34.180,52840,443,17759,5137,2611,Unverified
1724261425.992200000,,,,,,,,,,,,,
,2172,,,,,,,,,,,,
,,678,018,64,Hypertext,192.168.186.233,216.239.34.180,52840,443,18371,5137,2611,Unverified
1724261426.058936000,,,,,,,,,,,,,
,2173,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,5137,15711,5342,Unverified
1724261426.078816000,,,,,,,,,,,,,
,2174,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,5137,16999,5337,Unverified
1724261426.078818000,,,,,,,,,,,,,
,2175,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,5137,17759,5337,Unverified
1724261426.078818000,,,,,,,,,,,,,
,2176,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,5137,18371,5335,Unverified
1724261426.599272000,,,,,,,,,,,,,
,2177,,,,,,,,,,,,
,,574,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,5645,18371,5342,Unverified
1724261426.599275000,,,,,,,,,,,,,
,2178,,,,,,,,,,,,
,,130,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,5709,18371,5342,Unverified
1724261426.599276000,,,,,,,,,,,,,
,2179,,,,,,,,,,,,
,,97,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,5740,18371,5342,Unverified
1724261426.599278000,,,,,,,,,,,,,
,2180,,,,,,,,,,,,
,,105,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,5779,18371,5342,Unverified
1724261426.599792000,,,,,,,,,,,,,
,2181,,,,,,,,,,,,
,,66,010,64,TCP,192.168.186.233,216.239.34.180,52840,443,18371,5779,2601,Unverified
1724261426.600425000,,,,,,,,,,,,,
,2182,,,,,,,,,,,,
,,105,018,64,Hypertext,192.168.186.233,216.239.34.180,52840,443,18410,5779,2611,Unverified
1724261426.665392000,,,,,,,,,,,,,
,2183,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,5779,18410,5342,Unverified
1724261427.519780000,,,,,,,,,,,,,
,2184,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261427.519908000,,,,,,,,,,,,,
,2185,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261427.651188000,,,,,,,,,,,,,
,2186,,,,,,,,,,,,
,,1354,010,64,TCP,192.168.186.233,216.239.34.180,52840,443,19698,5779,2611,Unverified
1724261427.651297000,,,,,,,,,,,,,
,2187,,,,,,,,,,,,
,,826,018,64,TCP,192.168.186.233,216.239.34.180,52840,443,20458,5779,2611,Unverified
1724261427.651344000,,,,,,,,,,,,,
,2188,,,,,,,,,,,,
,,886,018,64,Hypertext,192.168.186.233,216.239.34.180,52840,443,21278,5779,2611,Unverified
1724261427.651640000,,,,,,,,,,,,,
,2189,,,,,,,,,,,,
,,100,018,64,Hypertext,192.168.186.233,216.239.34.180,52840,443,21312,5779,2611,Unverified
1724261427.748238000,,,,,,,,,,,,,
,2190,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,5779,19698,5337,Unverified
1724261427.748240000,,,,,,,,,,,,,
,2191,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,5779,20458,5335,Unverified
1724261427.748241000,,,,,,,,,,,,,
,2192,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,5779,21278,5332,Unverified
1724261427.748242000,,,,,,,,,,,,,
,2193,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,5779,21312,5340,Unverified
1724261428.237617000,,,,,,,,,,,,,
,2194,,,,,,,,,,,,
,,574,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,6287,21312,5342,Unverified
1724261428.237621000,,,,,,,,,,,,,
,2195,,,,,,,,,,,,
,,100,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,6321,21312,5342,Unverified
1724261428.237622000,,,,,,,,,,,,,
,2196,,,,,,,,,,,,
,,97,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,6352,21312,5342,Unverified
1724261428.237622000,,,,,,,,,,,,,
,2197,,,,,,,,,,,,
,,105,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,6391,21312,5342,Unverified
1724261428.237623000,,,,,,,,,,,,,
,2198,,,,,,,,,,,,
,,577,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,6902,21312,5342,Unverified
1724261428.237624000,,,,,,,,,,,,,
,2199,,,,,,,,,,,,
,,99,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,6935,21312,5342,Unverified
1724261428.237625000,,,,,,,,,,,,,
,2200,,,,,,,,,,,,
,,97,018,118,Hypertext,216.239.34.180,192.168.186.233,443,52840,6966,21312,5342,Unverified
1724261428.238097000,,,,,,,,,,,,,
,2201,,,,,,,,,,,,
,,66,010,64,TCP,192.168.186.233,216.239.34.180,52840,443,21312,6966,2592,Unverified
1724261428.238783000,,,,,,,,,,,,,
,2202,,,,,,,,,,,,
,,105,018,64,Hypertext,192.168.186.233,216.239.34.180,52840,443,21351,6966,2611,Unverified
1724261428.244964000,,,,,,,,,,,,,
,2203,,,,,,,,,,,,
,,1354,010,64,TCP,192.168.186.233,216.239.34.180,52840,443,22639,6966,2611,Unverified
1724261428.245057000,,,,,,,,,,,,,
,2204,,,,,,,,,,,,
,,826,018,64,TCP,192.168.186.233,216.239.34.180,52840,443,23399,6966,2611,Unverified
1724261428.245085000,,,,,,,,,,,,,
,2205,,,,,,,,,,,,
,,850,018,64,Hypertext,192.168.186.233,216.239.34.180,52840,443,24183,6966,2611,Unverified
1724261428.298837000,,,,,,,,,,,,,
,2206,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,6966,21351,5342,Unverified
1724261428.320083000,,,,,,,,,,,,,
,2207,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,6966,22639,5337,Unverified
1724261428.320085000,,,,,,,,,,,,,
,2208,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,6966,23399,5335,Unverified
1724261428.320086000,,,,,,,,,,,,,
,2209,,,,,,,,,,,,
,,66,010,118,TCP,216.239.34.180,192.168.186.233,443,52840,6966,24183,5332,Unverified
1724261429.262565000,,,,,,,,,,,,,
,2210,,,,,,,,,,,,
,,110,018,,Hypertext,2409,2403,62812,443,25,1,2048,Unverified
1724261429.263183000,,,,,,,,,,,,,
,2211,,,,,,,,,,,,
,,110,018,,Hypertext,2409,2403,62813,443,25,1,2048,Unverified
1724261429.263681000,,,,,,,,,,,,,
,2212,,,,,,,,,,,,
,,86,011,,,2409,2403,62812,443,26,1,2048,Unverified
1724261429.264127000,,,,,,,,,,,,,
,2213,,,,,,,,,,,,
,,86,011,,,2409,2403,62813,443,26,1,2048,Unverified
1724261429.366195000,,,,,,,,,,,,,
,2214,,,,,,,,,,,,
,,86,011,,,2403,2409,443,62812,2,26,125,Unverified
1724261429.366536000,,,,,,,,,,,,,
,2215,,,,,,,,,,,,
,,86,010,,,2409,2403,62812,443,26,2,2048,Unverified
1724261429.369404000,,,,,,,,,,,,,
,2216,,,,,,,,,,,,
,,86,011,,,2403,2409,443,62813,2,26,125,Unverified
1724261429.369513000,,,,,,,,,,,,,
,2217,,,,,,,,,,,,
,,86,010,,,2409,2403,62813,443,26,2,2048,Unverified
1724261430.386823000,,,,,,,,,,,,,
,2218,,,,,,,,,,,,
,,86,,,,,,,,,,,Good
1724261430.387040000,,,,,,,,,,,,,
,2219,,,,,,,,,,,,
,,78,40000000,,,,,,,,,,Good
1724261430.466343000,,,,,,,,,,,,,
,2220,,,,,,,,,,,,
,,340,018,,Hypertext,2409,64,62791,443,551,501,2048,Unverified
1724261430.557888000,,,,,,,,,,,,,
,2221,,,,,,,,,,,,
,,86,010,,,64,2409,443,62791,501,551,262,Unverified
1724261430.898900000,,,,,,,,,,,,,
,2222,,,,,,,,,,,,
,,157,018,,Hypertext,64,2409,443,62791,572,551,262,Unverified
1724261430.898903000,,,,,,,,,,,,,
,2223,,,,,,,,,,,,
,,133,018,,Hypertext,64,2409,443,62791,619,551,262,Unverified
1724261430.898905000,,,,,,,,,,,,,
,2224,,,,,,,,,,,,
,,125,018,,Hypertext,64,2409,443,62791,658,551,262,Unverified
1724261430.899392000,,,,,,,,,,,,,
,2225,,,,,,,,,,,,
,,86,010,,,2409,64,62791,443,551,658,2045,Unverified
1724261430.900009000,,,,,,,,,,,,,
,2226,,,,,,,,,,,,
,,125,018,,Hypertext,2409,64,62791,443,590,658,2048,Unverified
1724261430.988818000,,,,,,,,,,,,,
,2227,,,,,,,,,,,,
,,86,010,,,64,2409,443,62791,658,590,262,Unverified
1724261431.718055000,,,,,,,,,,,,,
,2228,,,,,,,,,,,,
,,1170,,,,2404,2409,443,58212,,,,Unverified
1724261431.748578000,,,,,,,,,,,,,
,2229,,,,,,,,,,,,
,,94,,,,2409,2404,58212,443,,,,Unverified
1724261431.790684000,,,,,,,,,,,,,
,2230,,,,,,,,,,,,
,,1170,,,,2404,2409,443,58212,,,,Unverified
1724261431.791033000,,,,,,,,,,,,,
,2231,,,,,,,,,,,,
,,96,,,,2409,2404,58212,443,,,,Unverified
1724261432.145944000,,,,,,,,,,,,,
,2232,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.148503000,,,,,,,,,,,,,
,2233,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.150336000,,,,,,,,,,,,,
,2234,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.151648000,,,,,,,,,,,,,
,2235,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.153309000,,,,,,,,,,,,,
,2236,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.155730000,,,,,,,,,,,,,
,2237,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.158397000,,,,,,,,,,,,,
,2238,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.160478000,,,,,,,,,,,,,
,2239,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.161869000,,,,,,,,,,,,,
,2240,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.163331000,,,,,,,,,,,,,
,2241,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.165542000,,,,,,,,,,,,,
,2242,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.168232000,,,,,,,,,,,,,
,2243,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.170538000,,,,,,,,,,,,,
,2244,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.172083000,,,,,,,,,,,,,
,2245,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.173513000,,,,,,,,,,,,,
,2246,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.175389000,,,,,,,,,,,,,
,2247,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.177936000,,,,,,,,,,,,,
,2248,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.180457000,,,,,,,,,,,,,
,2249,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.182320000,,,,,,,,,,,,,
,2250,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.183703000,,,,,,,,,,,,,
,2251,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.185365000,,,,,,,,,,,,,
,2252,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.187730000,,,,,,,,,,,,,
,2253,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.190213000,,,,,,,,,,,,,
,2254,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.192477000,,,,,,,,,,,,,
,2255,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.194099000,,,,,,,,,,,,,
,2256,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.195506000,,,,,,,,,,,,,
,2257,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.197447000,,,,,,,,,,,,,
,2258,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.199988000,,,,,,,,,,,,,
,2259,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.202458000,,,,,,,,,,,,,
,2260,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.204272000,,,,,,,,,,,,,
,2261,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.205541000,,,,,,,,,,,,,
,2262,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.207415000,,,,,,,,,,,,,
,2263,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.209931000,,,,,,,,,,,,,
,2264,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.212448000,,,,,,,,,,,,,
,2265,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.214320000,,,,,,,,,,,,,
,2266,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.215707000,,,,,,,,,,,,,
,2267,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.217376000,,,,,,,,,,,,,
,2268,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.219741000,,,,,,,,,,,,,
,2269,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.222344000,,,,,,,,,,,,,
,2270,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.224433000,,,,,,,,,,,,,
,2271,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.225895000,,,,,,,,,,,,,
,2272,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.227399000,,,,,,,,,,,,,
,2273,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.229573000,,,,,,,,,,,,,
,2274,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.232199000,,,,,,,,,,,,,
,2275,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.234488000,,,,,,,,,,,,,
,2276,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.236034000,,,,,,,,,,,,,
,2277,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.237506000,,,,,,,,,,,,,
,2278,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.239509000,,,,,,,,,,,,,
,2279,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.242050000,,,,,,,,,,,,,
,2280,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.244445000,,,,,,,,,,,,,
,2281,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.246203000,,,,,,,,,,,,,
,2282,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.247632000,,,,,,,,,,,,,
,2283,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.249443000,,,,,,,,,,,,,
,2284,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.251872000,,,,,,,,,,,,,
,2285,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.254380000,,,,,,,,,,,,,
,2286,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.256339000,,,,,,,,,,,,,
,2287,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.257795000,,,,,,,,,,,,,
,2288,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.259433000,,,,,,,,,,,,,
,2289,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.261705000,,,,,,,,,,,,,
,2290,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.264266000,,,,,,,,,,,,,
,2291,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.266417000,,,,,,,,,,,,,
,2292,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.267972000,,,,,,,,,,,,,
,2293,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.269538000,,,,,,,,,,,,,
,2294,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.271562000,,,,,,,,,,,,,
,2295,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.274057000,,,,,,,,,,,,,
,2296,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.276406000,,,,,,,,,,,,,
,2297,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.278175000,,,,,,,,,,,,,
,2298,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.279649000,,,,,,,,,,,,,
,2299,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.281488000,,,,,,,,,,,,,
,2300,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.283894000,,,,,,,,,,,,,
,2301,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.286360000,,,,,,,,,,,,,
,2302,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.288305000,,,,,,,,,,,,,
,2303,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.289795000,,,,,,,,,,,,,
,2304,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.291467000,,,,,,,,,,,,,
,2305,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.293725000,,,,,,,,,,,,,
,2306,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.296245000,,,,,,,,,,,,,
,2307,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.298384000,,,,,,,,,,,,,
,2308,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.299977000,,,,,,,,,,,,,
,2309,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.301533000,,,,,,,,,,,,,
,2310,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.303603000,,,,,,,,,,,,,
,2311,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.306101000,,,,,,,,,,,,,
,2312,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.308402000,,,,,,,,,,,,,
,2313,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.310127000,,,,,,,,,,,,,
,2314,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.311613000,,,,,,,,,,,,,
,2315,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.313514000,,,,,,,,,,,,,
,2316,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.315956000,,,,,,,,,,,,,
,2317,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.318383000,,,,,,,,,,,,,
,2318,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.320261000,,,,,,,,,,,,,
,2319,,,,,,,,,,,,
,,42,,,,,,,,,,,
1724261432.321757000,,,,,,,,,,,,,
,2320,,,,,,,,,,,,
,,42,,,,,,,,,,,
